goodreads_book_id,title,authors,language_code,original_publication_year
28568,"The Vanished Man (Lincoln Rhyme, #5)",Jeffery_Deaver,eng,2003
12926804,One for the Murphys,Lynda_Mullaly_Hunt,eng,2012
324737,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",Jim_Cymbala,,1997
12291438,"The Madman’s Daughter (The Madman’s Daughter, #1)",Megan_Shepherd,eng,2013
16131072,"Second Honeymoon (Honeymoon, #2)",James_Patterson,eng,2013
23355069,"Hero (Hero, #1)",Samantha_Young,eng,2015
55352,Brain Droppings,George_Carlin,eng,1997
8696,Last Chance to See,Douglas_Adams,,1990
1653655,"Swindle (Swindle, #1)",Gordon_Korman,eng,2008
15786110,Relish: My Life in the Kitchen,Lucy_Knisley,eng,2013
15832932,What I Thought Was True,Huntley_Fitzpatrick,eng,2014
10429037,"Ruthless (Pretty Little Liars, #10)",Sara_Shepard,eng,2011
18667976,The Secret Life of Violet Grant,Beatriz_Williams,eng,2014
37338,"Wicked Ties (Wicked Lovers, #1)",Shayla_Black,eng,2007
47878,"Charlie Bone and the Beast (The Children of the Red King, #6)",Jenny_Nimmo,eng,2007
27406436,The Baller: A Down and Dirty Football Novel,Vi_Keeland,eng,2016
22055280,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",Brian_Staveley,eng,2015
51985,Existentialism Is a Humanism,Jean-Paul_Sartre,eng,1946
15451058,My Life on the Road,Gloria_Steinem,eng,2015
7696135,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,Scott_Belsky,,2010
6609864,"Sweet Little Lies (L.A. Candy, #2)",Lauren_Conrad,eng,2010
17830559,"Remy (Real, #3)",Katy_Evans,eng,2013
11227043,"Rock Chick Revenge (Rock Chick, #5)",Kristen_Ashley,eng,2011
342994,The Little Match Girl,Hans_Christian_Andersen,eng,1845
95643,The Places in Between,Rory_Stewart,eng,2004
24611454,"Stars of Fortune (The Guardians Trilogy, #1)",Nora_Roberts,eng,2015
13425393,I Suck at Girls,Justin_Halpern,,2012
16342,"Cat Among the Pigeons (Hercule Poirot, #32)",Agatha_Christie,eng,1959
15786792,Paris,Edward_Rutherfurd,eng,2013
77995,The Necklace and Other Short Stories,Guy_de_Maupassant,eng,1884
84786,Void Moon,Michael_Connelly,eng,1999
34057,Captains Courageous,Rudyard_Kipling,eng,1897
168571,"Shadow Prey (Lucas Davenport, #2)",John_Sandford,eng,1990
31333,Violin,Anne_Rice,eng,1997
25527908,The Forgetting Time,Sharon_Guskin,eng,2016
809849,Dear Zoo: A Lift-the-Flap Book,Rod_Campbell,,
13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)",Tsugumi_Ohba,eng,2004
11309018,"The Lost Stories (Ranger's Apprentice, #11)",John_Flanagan,eng,2011
15738951,"Deep Down (Jack Reacher, #16.5)",Lee_Child,eng,2012
10947600,Saving June,Hannah_Harrington,eng,2011
23398806,"Eeny Meeny (Helen Grace, #1)",M.J._Arlidge,eng,2014
15513156,"Of Triton (The Syrena Legacy, #2)",Anna_Banks,eng,2013
7830126,What the Night Knows,Dean_Koontz,eng,2010
16174197,"Knight & Play (Knight, #1)",Kitty_French,eng,2012
18405221,"Queen of Fire (Raven's Shadow, #3)",Anthony__Ryan,eng,2015
404223,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",Stephen_R._Donaldson,,1979
249042,Darkness Visible: A Memoir of Madness,William_Styron,,1990
13057939,In the Shadow of the Banyan,Vaddey_Ratner,,2012
9858488,Dead End in Norvelt,Jack_Gantos,eng,2011
6611038,"Spider's Bite (Elemental Assassin, #1)",Jennifer_Estep,eng,2010
123845,Self-Reliance and Other Essays,Ralph_Waldo_Emerson,eng,1844
70241,Crash,J.G._Ballard,eng,1973
769016,How to Talk So Kids Will Listen & Listen So Kids Will Talk,Adele_Faber,eng,1979
294951,Fiddler on the Roof,Joseph_Stein,eng,1964
17607848,"Afterburn (Jax & Gia, #1)",Sylvia_Day,eng,2013
7926,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",Sydney_Taylor,eng,1951
18114057,Influx,Daniel_Suarez,eng,2014
15560,"Ilse Witch (Voyage of the Jerle Shannara, #1)",Terry_Brooks,eng,2000
95420,Personal History,Katharine_Graham,eng,1997
27824826,"The Dry (Aaron Falk, #1)",Jane_Harper,eng,2017
40320,Full House (Full #1),Janet_Evanovich,eng,1981
291,The Broken Wings,Kahlil_Gibran,eng,1912
14889780,"Two Graves (Pendergast, #12)",Douglas_Preston,,2012
13109291,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin_Hobb,eng,2013
539904,A Bridge Too Far,Cornelius_Ryan,eng,1974
87220,Loser,Jerry_Spinelli,eng,2002
498835,"Sepulchre (Languedoc, #2)",Kate_Mosse,eng,2007
7778609,"Kill the Dead (Sandman Slim, #2)",Richard_Kadrey,eng,2010
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf_Potts,eng,2002
12383252,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",Laurell_K._Hamilton,eng,2012
10775,The Garden of Eden,Ernest_Hemingway,eng,1985
1333030,"Sweet Surrender (Sweet, #1)",Maya_Banks,eng,2008
22875,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",Stephen_R._Donaldson,eng,1982
24816,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill_Watterson,eng,1994
17190226,"Surrender Your Love (Surrender Your Love, #1)",J.C._Reed,eng,2013
17985262,CyberStorm,Matthew_Mather,eng,2013
24476,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck_Klosterman,eng,2001
795034,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)",Tad_Williams,eng,1993
6818019,"I Am Nujood, Age 10 and Divorced",Nujood_Ali,eng,2009
43798,The Feast of All Saints,Anne_Rice,eng,1979
18453074,To Rise Again at a Decent Hour,Joshua_Ferris,eng,2014
150720,Proof,David_Auburn,eng,2000
121581,"The Past Through Tomorrow (Future History, #1-21)",Robert_A._Heinlein,eng,1967
86525,"Master of the Senate (The Years of Lyndon Johnson, #3)",Robert_A._Caro,eng,2002
15722284,"Saint Odd (Odd Thomas, #7)",Dean_Koontz,eng,2015
6671,The Wonderful Story of Henry Sugar and Six More,Roald_Dahl,eng,1977
140091,"Real Murders (Aurora Teagarden, #1)",Charlaine_Harris,eng,1990
7926242,"Port Mortuary (Kay Scarpetta, #18)",Patricia_Cornwell,eng,2010
672948,Arch of Triumph: A Novel of a Man Without a Country,Erich_Maria_Remarque,,1945
154795,The Death of Superman,Dan_Jurgens,eng,1993
144800,The Raw Shark Texts,Steven_Hall,eng,2007
27904311,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick_Riordan,eng,2016
15771862,Wave,Sonali_Deraniyagala,eng,2013
1307,"Fire Sea (The Death Gate Cycle, #3)",Margaret_Weis,eng,1991
13547504,"Far from the Tree: Parents, Children, and the Search for Identity",Andrew_Solomon,eng,2012
958277,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",Barbara_Park,eng,1992
23887,The Autumn of the Patriarch,Gabriel_García_Márquez,eng,1975
3276637,"Bones of the Hills (Conqueror, #3)",Conn_Iggulden,eng,2008
13330771,Hallucinations,Oliver_Sacks,eng,1995
12444297,"Burned (Fever, #7)",Karen_Marie_Moning,eng,2015
3301759,The Murders in the Rue Morgue,Edgar_Allan_Poe,eng,1841
104086,The Summer Tree (The Fionavar Tapestry #1),Guy_Gavriel_Kay,eng,1984
7909,"Betsy-Tacy (Betsy-Tacy, #1)",Maud_Hart_Lovelace,eng,1940
2020935,Sweethearts,Sara_Zarr,eng,2008
1474628,The Monsters of Templeton,Lauren_Groff,eng,2008
18107951,"Midnight Crossroad (Midnight, Texas, #1)",Charlaine_Harris,eng,2014
12614410,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",Julie_Kagawa,eng,2012
2095583,"Devil Bones (Temperance Brennan, #11)",Kathy_Reichs,eng,2008
116114,From Here to Eternity,James__Jones,eng,1951
389763,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Wayne_W._Dyer,eng,1899
81176,"Dude, Where's My Country?",Michael_Moore,eng,2003
364089,The Last Don,Mario_Puzo,eng,1996
19452,"Ready or Not (All-American Girl, #2)",Meg_Cabot,eng,2005
128755,"Cross Bones (Temperance Brennan, #8)",Kathy_Reichs,,2005
163363,All But My Life: A Memoir,Gerda_Weissmann_Klein,eng,1959
577542,Rikki-Tikki-Tavi,Rudyard_Kipling,,1894
2249196,"All-Star Superman, Vol. 2",Grant_Morrison,eng,2009
17345242,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George_R.R._Martin,eng,2014
110386,"To Sir Phillip, With Love (Bridgertons, #5)",Julia_Quinn,eng,2003
454236,Miracle in the Andes,Nando_Parrado,,2006
17336849,"Lost & Found (Lost & Found, #1)",Nicole__Williams,eng,2013
298730,"Among the Barons (Shadow Children, #4)",Margaret_Peterson_Haddix,eng,2003
20912424,The War that Saved My Life (The War That Saved My Life #1),Kimberly_Brubaker_Bradley,eng,2015
125662,"Say Cheese and Die! (Goosebumps, #4)",R.L._Stine,eng,1992
328907,"Sharpe's Tiger (Sharpe, #1)",Bernard_Cornwell,eng,1997
207684,Jinx,Meg_Cabot,eng,2007
53064,Death in Venice and Other Tales,Thomas_Mann,eng,1911
21874813,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",Alan_Bradley,eng,2015
13258,What Was She Thinking? [Notes on a Scandal],Zoë_Heller,eng,2003
25293695,"The Beast (Black Dagger Brotherhood, #14)",J.R._Ward,eng,2016
65399,"Sullivan's Island (Lowcountry Tales, #1)",Dorothea_Benton_Frank,eng,1999
229149,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",CLAMP,eng,1998
10897866,"The Soulkeepers (The Soulkeepers, #1)",G.P._Ching,eng,2011
33820,Up Country,Nelson_DeMille,,2002
1048645,Private Peaceful,Michael_Morpurgo,eng,2003
383514,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",Rhys_Bowen,eng,2007
12288282,"Gunmetal Magic (Kate Daniels, #5.5)",Ilona_Andrews,eng,2012
22381326,"Half a War (Shattered Sea, #3)",Joe_Abercrombie,eng,2015
10813469,"Rock Chick Renegade (Rock Chick, #4)",Kristen_Ashley,eng,2011
15729261,"The Marriage Mistake (Marriage to a Billionaire, #3)",Jennifer_Probst,eng,2012
886512,Jamberry,Bruce_Degen,,1982
8269450,"Darkest Powers Trilogy (Darkest Powers, #1-3)",Kelley_Armstrong,eng,2009
261604,"Rhapsody: Child of Blood (Symphony of Ages, #1)",Elizabeth_Haydon,eng,1999
91201,Doctors,Erich_Segal,eng,1988
142395,Samarkand,Amin_Maalouf,eng,1988
7685763,"Indulgence in Death (In Death, #31)",J.D._Robb,eng,2010
15852479,We Need New Names,NoViolet_Bulawayo,eng,2013
894072,The Little Red Caboose (Little Golden Book),Marian_Potter,,1953
5093760,Pretty in Plaid,Jen_Lancaster,eng,2009
180930,Wicca: A Guide for the Solitary Practitioner,Scott_Cunningham,eng,1988
179142,All My Sons,Arthur_Miller,eng,1947
7863274,Graffiti Moon,Cath_Crowley,eng,2010
845403,Mufaro's Beautiful Daughters: An African Tale,John_Steptoe,eng,1986
61904,"Paladin of Souls (World of the Five Gods, #2)",Lois_McMaster_Bujold,eng,2003
13589182,Mastery,Robert_Greene,,2012
4986,"God Bless You, Dr. Kevorkian",Kurt_Vonnegut_Jr.,eng,1999
3090282,A Homemade Life: Stories and Recipes from My Kitchen Table,Molly_Wizenberg,eng,2009
138069,The Three Pigs,David_Wiesner,eng,2001
26123,Learned Optimism: How to Change Your Mind and Your Life,Martin_E.P._Seligman,eng,1990
7827221,"Desires of the Dead (The Body Finder, #2)",Kimberly_Derting,eng,2011
563887,The Littles,John_Lawrence_Peterson,,1967
155106,Amelia Bedelia and the Surprise Shower,Peggy_Parish,eng,1966
12125,"Homecoming (Tillerman Cycle, #1)",Cynthia_Voigt,eng,1981
112751,"Spell of the Highlander (Highlander, #7)",Karen_Marie_Moning,eng,2005
28482,"The Hand of Chaos (The Death Gate Cycle, #5)",Margaret_Weis,eng,1993
382680,One False Move (Myron Bolitar #5),Harlan_Coben,eng,1998
62012,The Guns of Avalon (The Chronicles of Amber #2),Roger_Zelazny,eng,1972
163465,The Great Gilly Hopkins,Katherine_Paterson,eng,1978
32807,"Trojan Odyssey (Dirk Pitt, #17)",Clive_Cussler,eng,2003
138872,Follow the River,James_Alexander_Thom,eng,1981
91571,Measure for Measure,William_Shakespeare,eng,1603
228221,The Mask,Owen__West,eng,1981
13514612,All Our Yesterdays,Cristin_Terrill,eng,2013
16218778,Coming Clean,Kimberly_Rae_Miller,eng,2013
5368,Forever Amber ,Kathleen_Winsor,eng,1944
8619814,"The Emerald Atlas (The Books of Beginning, #1)",John__Stephens,eng,2011
28390369,Swing Time,Zadie_Smith,eng,2016
42435,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug_Stanton,,2001
1819632,"Chibi Vampire, Vol. 01",Yuna_Kagesaki,eng,2003
18667779,Everything Leads to You,Nina_LaCour,eng,2014
363851,Jeremy Fink and the Meaning of Life,Wendy_Mass,eng,2006
216048,"Thank You, Mr. Falker",Patricia_Polacco,eng,1998
20821159,The Peripheral,William_Gibson,eng,2014
6464937,Too Much Happiness,Alice_Munro,eng,2009
13614836,"Tempting the Best Man (Gamble Brothers, #1)",J._Lynn,eng,2012
17158513,"Captive Prince: Volume Two (Captive Prince, #2)",C.S._Pacat,eng,2015
10970532,"The Siren (The Original Sinners, #1)",Tiffany_Reisz,,2012
267243,Ironweed,William__Kennedy,eng,1983
6621101,"Deception (Alex Delaware, #25)",Jonathan_Kellerman,eng,2009
40580,Stupid White Men,Michael_Moore,eng,2001
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah_J._Maas,eng,2017
4893390,"The Faceless Ones (Skulduggery Pleasant, #3)",Derek_Landy,eng,2008
63689,The Great Railway Bazaar,Paul_Theroux,eng,1969
13117308,"Black List (Scot Harvath, #11)",Brad_Thor,eng,2012
22417,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)",Warren_Ellis,eng,1999
101869,"The Atrocity Archives (Laundry Files, #1)",Charles_Stross,eng,2004
10867,The Pleasure of My Company,Steve_Martin,eng,2003
138683,"Dark Fire (Matthew Shardlake, #2)",C.J._Sansom,eng,2004
17831619,"Beautiful Beginning (Beautiful Bastard, #3.5)",Christina_Lauren,eng,2013
11381910,Heft,Liz_Moore,,2012
7998,"Outcast of Redwall (Redwall, #8)",Brian_Jacques,eng,1995
543873,Mister Pip,Lloyd_Jones,eng,2006
1191,Giada's Family Dinners,Giada_De_Laurentiis,,2006
185012,Doubt,John_Patrick_Shanley,,2005
675614,"Book of Shadows (Sweep, #1)",Cate_Tiernan,eng,2001
2141830,"Secrets of a Shoe Addict (Shoe Addict, #2)",Beth_Harbison,,2008
22609080,"After We Fell (After, #3)",Anna_Todd,eng,2014
6589074,Elizabeth Street,Laurie_Fabiano,eng,2006
13415554,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",Sarah_J._Maas,eng,2012
24965,Fear and Trembling,Søren_Kierkegaard,eng,1843
30334,"Hawksong (The Kiesha'ra, #1)",Amelia_Atwater-Rhodes,eng,2003
45260,"The Naked God (Night's Dawn, #3)",Peter_F._Hamilton,,1999
14481,"Come Back, Amelia Bedelia",Peggy_Parish,,1971
790171,Kon-Tiki: Across The Pacific In A Raft,Thor_Heyerdahl,eng,1948
15815364,How to Get Filthy Rich in Rising Asia,Mohsin_Hamid,eng,2013
15852,Relativity: The Special and the General Theory,Albert_Einstein,eng,1916
33770,Getting Over It,Anna_Maxted,,2000
10866233,The List,Siobhan_Vivian,eng,2012
19534,The Brothers K,David_James_Duncan,eng,1992
9484114,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn_Achor,,2010
13167796,"A Dog's Journey (A Dog's Purpose, #2)",W._Bruce_Cameron,eng,2012
11389341,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,Timothy_J._Keller,eng,2011
6672183,Batman & Robin: Batman Reborn,Grant_Morrison,eng,2010
1157452,"MeruPuri, Vol. 1 (MeruPuri, #1)",Matsuri_Hino,eng,2002
11031,The Flanders Panel,Arturo_Pérez-Reverte,eng,1990
576570,The Princess and the Pea,Janet_Stevens,,1835
4662,The Short Stories,F._Scott_Fitzgerald,eng,1920
397466,"Dark Angel (Casteel, #2)",V.C._Andrews,eng,1986
77787,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",Timothy_Zahn,eng,1997
25507925,Binge,Tyler_Oakley,,2015
22471294,Black Lies,Alessandra_Torre,eng,2014
351648,What the Dead Know,Laura_Lippman,eng,2007
17798233,"Rome (Marked Men, #3)",Jay_Crownover,eng,2014
76527,"The Life and Opinions of Tristram Shandy, Gentleman",Laurence_Sterne,eng,1767
765148,Giraffes Can't Dance,Giles_Andreae,eng,
98048,The Passion of Artemisia,Susan_Vreeland,eng,2001
270435,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,Louise_L._Hay,eng,1976
284698,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",Mia_Ikumi,eng,2003
11595276,The Miseducation of Cameron Post,Emily_M._Danforth,eng,2012
1967070,Coraline (Illustrated/Graphic Novel Edition),Neil_Gaiman,eng,2008
2173611,"House of Many Ways (Howl's Moving Castle, #3)",Diana_Wynne_Jones,eng,2008
23602561,The Cartel,Don_Winslow,eng,2015
25937671,A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue_Klebold,eng,2016
13062,"Skin Tight (Mick Stranahan, #1)",Carl_Hiaasen,eng,1989
3750,"Moonraker (James Bond, #3)",Ian_Fleming,eng,1955
364550,Two Treatises of Government,John_Locke,eng,1689
16900,Civil Disobedience and Other Essays,Henry_David_Thoreau,eng,1995
17533,"Rose in Bloom (Eight Cousins, #2)",Louisa_May_Alcott,eng,1876
18718848,Mosquitoland,David__Arnold,eng,2015
25228579,The Perfect Son,Barbara_Claypole_White,eng,2015
82436,Looking for Alibrandi,Melina_Marchetta,eng,1992
17257993,"Raid (Unfinished Hero, #3)",Kristen_Ashley,eng,2013
15813668,"Fifth Grave Past the Light (Charley Davidson, #5)",Darynda_Jones,eng,2013
416580,"The Seventh Scroll (Ancient Egypt, #2)",Wilbur_Smith,eng,1995
12813860,A Midsummer's Nightmare,Kody_Keplinger,eng,2012
17571466,The Troop,Nick_Cutter,eng,2014
820480,"Revelation (Matthew Shardlake, #4)",C.J._Sansom,eng,2008
11339,100 Love Sonnets,Pablo_Neruda,eng,1959
18316089,Lucky Us,Amy_Bloom,,2014
110393,"It's in His Kiss (Bridgertons, #7)",Julia_Quinn,eng,2005
31538614,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",J.K._Rowling,eng,2016
9454,Phenomenology of Spirit,Georg_Wilhelm_Friedrich_Hegel,eng,1807
17257990,"Fire Inside (Chaos, #2)",Kristen_Ashley,eng,2013
479561,"The Neutronium Alchemist (Night's Dawn, #2)",Peter_F._Hamilton,eng,1997
9995135,The Darkest Seduction (Lords of the Underworld #9),Gena_Showalter,eng,2012
30226723,"King's Cage (Red Queen, #3)",Victoria_Aveyard,eng,2017
6345193,Invisible,Paul_Auster,eng,2009
9266810,Ten Things We Did (and Probably Shouldn't Have),Sarah_Mlynowski,eng,2011
13042154,"Rebel Heart (Dust Lands, #2)",Moira_Young,eng,2012
4507,Sickened: The Memoir of a Munchausen by Proxy Childhood,Julie_Gregory,,2003
96082,The Last Time They Met,Anita_Shreve,,2001
25817493,News of the World,Paulette_Jiles,eng,2016
40710,"Blowback (Scot Harvath, #4)",Brad_Thor,eng,2005
9864913,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt_Pattanaik,eng,2010
51114,Women of the Silk,Gail_Tsukiyama,eng,1991
54492,The Prisoner of Zenda,Anthony_Hope,eng,1894
8349348,"Flutter (My Blood Approves, #3)",Amanda_Hocking,eng,2010
18089551,"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy_Falkner,eng,2013
456,Leviathan,Paul_Auster,eng,1992
15157,Saving Faith,David_Baldacci,eng,1999
171471,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",R.A._Salvatore,eng,1999
308540,"The Haunted Mask (Goosebumps, #11)",R.L._Stine,eng,1993
136641,Tyrannosaur Canyon (Wyman Ford #1),Douglas_Preston,eng,2005
28016509,The Girl Before,J.P._Delaney,eng,2017
15673,Wayside School Gets A Little Stranger (Wayside School #3),Louis_Sachar,eng,1995
11279,Summer of Night,Dan_Simmons,eng,1991
4961959,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",Jim_Butcher,eng,2009
13064,Tourist Season,Carl_Hiaasen,eng,1986
366346,"204 Rosewood Lane (Cedar Cove, #2)",Debbie_Macomber,eng,2002
16071767,"Unseen (Will Trent, #7)",Karin_Slaughter,eng,2013
6681333,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather_Brewer,,2010
175324,Double Star,Robert_A._Heinlein,eng,1956
390305,"A Perfect Evil (Maggie O'Dell, #1)",Alex_Kava,eng,2000
15737147,Help Thanks Wow: The Three Essential Prayers,Anne_Lamott,eng,2012
7981,"The Long Patrol (Redwall, #10)",Brian_Jacques,,1997
11107244,The Better Angels of Our Nature: Why Violence Has Declined,Steven_Pinker,eng,2010
821003,"When We Were Very Young (Winnie-the-Pooh, #3)",A.A._Milne,eng,1924
22367526,My Sunshine Away,M.O._Walsh,eng,2015
370057,The Truth Seeker (O'Malley #3),Dee_Henderson,,2001
1244286,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee_Lestari,ind,2006
364826,______,Mika_Waltari,per,1945
7907782,Great House,Nicole_Krauss,eng,2010
28374062,"The Kept Woman (Will Trent, #8)",Karin_Slaughter,eng,2016
11808919,"Maid for Love (Gansett Island Series, #1)",Marie_Force,eng,2011
95619,And the Shofar Blew,Francine_Rivers,eng,2003
31357,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson_Scott_Card,eng,1989
97875,"44 Scotland Street (44 Scotland Street, #1)",Alexander_McCall_Smith,eng,2005
268275,Chill Factor,Sandra_Brown,eng,2005
2108198,Odd and the Frost Giants,Neil_Gaiman,eng,2008
17726978,The Magpies,Mark__Edwards,eng,2013
669780,Season of Migration to the North,Tayeb_Salih,eng,1966
24100,The Golden Notebook,Doris_Lessing,eng,1962
396266,"The Winter Rose (The Tea Rose, #2)",Jennifer_Donnelly,,2008
29923,"The Last Full Measure (The Civil War Trilogy, #3)",Jeff_Shaara,eng,1991
120461,Oscar et la dame rose,Éric-Emmanuel_Schmitt,,1996
46676,When Bad Things Happen to Good People,Harold_S._Kushner,,1981
17768,"Post Captain (Aubrey/Maturin, #2)",Patrick_O'Brian,eng,1972
2208744,"Dragon Flight (Dragon Slippers, #2)",Jessica_Day_George,eng,2008
730501,"What Katy Did (Carr Family, #1)",Susan_Coolidge,eng,1872
766917,Homer Price (A Puffin Book),Robert_McCloskey,eng,1942
153782,"Shatterglass (The Circle Opens, #4)",Tamora_Pierce,eng,2003
18878,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David_Eddings,eng,1982
359194,The Lucifer Effect: Understanding How Good People Turn Evil,Philip_G._Zimbardo,eng,2007
6606456,The Scent of Rain and Lightning,Nancy_Pickard,eng,2010
361081,"Pacific Vortex! (Dirk Pitt, #1)",Clive_Cussler,eng,1983
17835766,"One More Chance (Rosemary Beach, #8; Chance, #2)",Abbi_Glines,eng,2014
23197269,Aurora,Kim_Stanley_Robinson,eng,2015
238137,"Purity in Death (In Death, #15)",J.D._Robb,eng,2002
116343,"The Hollow Hills (Arthurian Saga, #2)",Mary__Stewart,eng,1973
303454,"Among the Brave (Shadow Children, #5)",Margaret_Peterson_Haddix,eng,2004
43081,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",Rusty_Young,eng,2003
1025039,"Mars, Volume 01",Fuyumi_Soryo,eng,1996
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard_Feynman,eng,1962
688663,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Alice_Waters,,2007
96980,"Centaur Aisle (Xanth, #4)",Piers_Anthony,,1981
332348,The Year of Fog,Michelle_Richmond,,2006
194479,Crisis on Infinite Earths,Marv_Wolfman,eng,1985
24807,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John_Hodgman,eng,2005
31538647,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",J.K._Rowling,eng,2016
19314,"Ronia, the Robber's Daughter",Astrid_Lindgren,eng,1981
7189177,"Spider Bones (Temperance Brennan, #13)",Kathy_Reichs,eng,2010
235127,No Talking,Andrew_Clements,eng,2007
23602504,"Blood on Snow (Blood on Snow, #1)",Jo_Nesbø,eng,2014
13282015,"Wait for Me (Against All Odds, #1)",Elisabeth_Naughton,eng,2011
12031532,The Garden of Evening Mists,Tan_Twan_Eng,eng,2011
16066586,"The Cellar (The Cellar, #1)",Natasha_Preston,eng,2014
696177,"The Gentlemen's Alliance †, Vol. 1",Arina_Tanemura,eng,2005
18775203,"Rusty Nailed (Cocktail, #2)",Alice_Clayton,eng,2014
8492,Prophet,Frank_E._Peretti,eng,1992
18602341,"The Wicked Will Rise (Dorothy Must Die, #2)",Danielle__Paige,eng,2015
313263,"Dark Fire (Dark, #6)",Christine_Feehan,eng,2001
20613761,Citizen: An American Lyric,Claudia_Rankine,eng,2014
16387,"Carry on, Jeeves (Jeeves, #3)",P.G._Wodehouse,eng,1925
1809175,"The Magic Thief (Magic Thief, #1)",Sarah_Prineas,eng,2008
29393,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael_Azerrad,,2001
56353,"I, Elizabeth",Rosalind_Miles,eng,1992
22009741,The Woman Who Stole My Life,Marian_Keyes,eng,2014
80834,Pyongyang: A Journey in North Korea,Guy_Delisle,eng,2003
5055,Night Over Water,Ken_Follett,eng,1991
18775284,I Am Having So Much Fun Here Without You,Courtney_Maum,eng,2014
22192,"All I Want is Everything (Gossip Girl, #3)",Cecily_von_Ziegesar,eng,2003
407999,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael_E._Porter,,1980
255458,Systematic Theology: An Introduction to Biblical Doctrine,Wayne_A._Grudem,,1994
380976,"P is for Peril (Kinsey Millhone, #16)",Sue_Grafton,,2000
25855506,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah_Andersen,eng,2016
301538,"The Darkness That Comes Before (The Prince of Nothing, #1)",R._Scott_Bakker,eng,2003
7841677,"The Dirty Life: On Farming, Food, and Love",Kristin_Kimball,eng,2010
9917998,"Dust & Decay (Rot & Ruin, #2)",Jonathan_Maberry,eng,2011
13574417,"Alienated (Alienated, #1)",Melissa_Landers,eng,2014
18806240,Bone Gap,Laura_Ruby,eng,2015
52471,"Big Cherry Holler (Big Stone Gap, #2)",Adriana_Trigiani,eng,2001
13069213,"Yes, Chef",Marcus_Samuelsson,eng,2012
90475,Teen Idol,Meg_Cabot,eng,2004
5587960,The Thing Around Your Neck,Chimamanda_Ngozi_Adichie,eng,2009
27883214,Caraval,Stephanie_Garber,eng,2017
2179832,Bright Shiny Morning,James_Frey,eng,2008
2267195,The Story of an Hour,Kate_Chopin,eng,1894
